N-CA-CB-CG--SIN,CA-CB-CG-OD1--SIN,CA-CB-CG-OD2--SIN,N-CA-CB-CG--COS,CA-CB-CG-OD1--COS,CA-CB-CG-OD2--COS
0.16992219,0.184263014,-0.174303931,0.077376526,0.767126395,-0.762290244
